17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	29	19	7	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	29	19	19	19	19	19	7	17	17	17	17	17	17	17	17	17	17	
27	27	29	19	19	19	19	19	19	19	7	17	17	17	17	17	17	17	17	17	
19	19	19	19	19	19	19	19	19	19	19	7	17	17	17	17	17	17	17	17	
19	19	19	19	19	19	19	19	19	19	19	19	7	17	17	17	17	17	17	17	
19	19	19	19	19	19	19	19	19	19	19	19	19	7	27	27	27	27	27	27	
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
5	5	5	5	28	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
17	17	17	17	17	28	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
17	17	17	17	17	17	28	19	19	19	19	19	19	19	19	19	19	19	19	19	
17	17	17	17	17	17	17	19	19	19	19	19	19	19	19	19	19	19	19	19	
17	17	17	17	17	17	17	19	19	19	19	19	19	19	19	19	19	19	19	19	
17	17	17	17	17	17	17	19	19	19	19	19	19	19	19	19	19	19	19	19	
17	17	17	17	17	17	17	19	19	19	19	19	19	19	19	19	19	19	19	19	
17	17	17	17	17	17	29	19	19	19	19	19	19	19	19	6	5	5	5	5	
17	17	17	17	17	29	19	19	19	19	19	19	19	19	6	17	17	17	17	17	
27	27	27	27	29	19	19	19	19	19	19	19	19	6	17	17	17	17	17	17	
19	19	19	19	19	19	19	19	19	19	19	19	6	17	17	17	17	17	17	17	
19	19	19	19	19	19	19	19	19	19	19	6	17	17	17	17	17	17	17	17	
19	19	19	19	19	19	19	19	19	19	19	17	17	17	17	17	17	17	17	17	
19	19	19	19	19	19	19	19	19	19	19	17	17	17	17	17	17	17	17	17	
19	19	19	21	21	21	19	19	19	19	19	17	17	17	17	17	17	17	17	17	
19	19	19	21	21	21	19	19	19	19	19	17	17	17	17	17	17	17	17	17	
19	19	19	21	21	21	19	19	19	19	19	17	17	17	17	17	17	17	17	17	
19	19	19	21	21	21	19	19	19	19	19	7	17	17	17	17	17	17	17	17	
19	19	19	21	21	21	19	19	19	19	19	19	7	17	17	17	17	17	17	17	
19	19	19	21	21	21	19	19	19	19	19	19	19	7	17	17	17	17	17	17	
19	19	19	21	21	21	19	19	19	19	19	19	19	19	7	17	17	17	17	17	
19	19	19	21	21	21	19	19	19	19	19	19	19	19	19	7	17	17	17	17	
19	19	19	19	21	21	21	19	19	19	19	19	19	19	19	19	7	27	27	27	
19	19	19	19	21	21	21	19	19	19	19	19	19	19	19	19	19	19	19	19	
