17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	
17	17	17	17	17	17	17	17	17	17	29	19	19	19	19	7	27	27	27	27	
17	17	17	17	17	17	17	17	17	29	19	19	19	19	19	19	19	19	19	19	
17	17	17	17	17	17	17	17	29	19	19	19	19	19	19	19	19	19	19	19	
17	17	17	17	17	17	17	29	19	19	19	19	19	19	19	19	19	0	0	0	
27	27	27	27	27	27	29	19	19	19	19	19	19	19	19	19	0	0	0	0	
19	19	19	21	21	21	19	19	19	19	19	19	19	19	19	0	0	0	0	0	
19	19	21	21	21	19	19	19	19	19	19	19	0	0	0	0	0	0	0	0	
19	19	21	21	21	19	19	19	19	19	19	0	0	0	0	0	0	0	0	0	
19	19	21	21	21	19	19	19	19	19	0	0	0	0	0	0	0	0	0	0	
19	19	21	21	21	19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	
19	19	21	21	21	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	
19	19	21	21	21	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	0	0	0	0	0	0	19	19	19	19	19	0	0	0	0	
19	21	21	21	19	0	0	0	0	0	19	6	28	19	19	19	19	0	0	0	
19	21	21	21	19	0	0	0	0	19	19	17	17	19	19	19	19	19	0	0	
19	21	21	21	19	0	0	0	0	19	19	7	29	19	19	19	19	19	0	0	
19	21	21	21	19	0	0	0	0	19	19	19	19	19	19	19	19	19	0	0	
19	21	21	21	19	0	0	0	0	19	19	19	19	19	19	19	19	19	0	0	
19	21	21	21	19	0	0	0	0	19	5	5	5	5	19	19	19	19	0	0	
19	21	21	21	19	0	0	0	0	19	17	17	17	17	28	19	19	19	0	0	
19	21	21	21	19	0	0	0	0	19	17	17	17	17	17	5	28	19	0	0	
19	21	21	21	19	0	0	0	0	19	17	17	17	17	17	17	17	19	0	0	
19	21	21	21	19	0	0	0	0	19	17	17	17	17	17	17	29	19	0	0	
19	21	21	21	19	0	0	0	0	19	17	17	17	17	17	29	19	19	0	0	
19	21	21	21	19	0	0	0	0	19	7	27	27	27	29	19	19	19	0	0	
19	21	21	21	19	19	0	0	0	0	19	19	19	19	19	19	19	0	0	0	
19	21	21	21	19	19	0	0	0	0	0	19	19	19	19	19	0	0	0	0	
19	21	21	21	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	19	19	19	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	19	19	19	19	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	21	21	21	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	21	21	21	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
0	0	0	0	0	0	0	0	0	19	19	19	19	19	19	19	19	19	19	19	
0	0	0	0	0	0	0	0	0	0	0	0	19	19	19	19	19	19	19	19	
19	21	21	21	19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	19	19	19	0	0	0	0	0	0	0	0	0	0	
19	21	21	21	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	21	21	21	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	21	21	21	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	21	21	21	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	21	21	21	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	
19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	
19	19	19	19	19	19	19	19	19	19	19	19	21	21	21	19	19	19	19	19	
19	19	19	19	19	19	19	19	19	19	19	19	21	21	21	19	19	19	19	19	
19	19	19	19	19	19	19	19	19	19	19	19	21	21	21	19	19	19	19	19	
19	19	19	19	19	19	19	6	5	5	28	19	21	21	21	19	19	19	19	19	
19	19	19	19	19	19	19	17	17	17	17	19	21	21	21	19	19	19	19	19	
19	19	19	19	19	19	19	17	17	17	17	19	21	21	21	19	19	19	19	19	
19	19	19	19	19	19	19	7	27	27	29	19	21	21	21	19	6	5	5	5	
19	19	19	19	19	19	19	19	19	19	19	19	21	21	21	19	17	17	17	17	
5	5	5	28	19	19	19	19	19	19	19	19	21	21	21	19	17	17	17	17	
17	17	17	17	28	19	19	19	19	19	19	19	21	21	21	19	17	17	17	17	
17	17	17	17	17	28	19	19	19	19	19	19	21	21	21	19	7	27	27	27	
17	17	17	17	17	17	28	19	19	19	19	19	21	21	21	19	19	19	19	19	
17	17	17	17	17	17	17	19	19	19	19	19	21	21	21	19	19	19	19	19	
17	17	17	17	17	17	17	19	19	19	19	19	21	21	21	19	19	19	19	19	
17	17	17	17	17	17	17	19	19	19	19	19	21	21	21	19	19	19	19	19	
17	17	17	17	17	17	17	19	19	19	19	19	21	21	21	19	19	19	19	19	
17	17	17	17	17	17	29	19	19	19	19	19	21	21	21	19	19	19	19	19	
17	17	17	17	17	29	19	19	19	19	19	19	21	21	21	19	19	19	19	19	
17	17	17	17	29	19	19	19	19	19	19	19	21	21	21	19	19	19	19	19	
27	27	27	29	19	19	19	19	19	19	19	19	21	21	21	19	19	19	19	19	
19	19	19	19	19	19	19	19	19	19	19	19	21	21	21	19	0	0	0	0	
19	19	19	19	19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	
19	19	19	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
